20190504,浦东,周浦,印象春城,45092元/m2,41套在售二手房
20190504,浦东,周浦,欧风家园,34908元/m2,14套在售二手房
20190504,浦东,周浦,瑞和苑,33574元/m2,19套在售二手房
20190504,浦东,周浦,绿地东上海,47874元/m2,49套在售二手房
20190504,浦东,周浦,明天华城,45515元/m2,19套在售二手房
20190504,浦东,周浦,桃园新城中城苑,34900元/m2,16套在售二手房
20190504,浦东,周浦,桃园新城中虹佳园,34630元/m2,13套在售二手房
20190504,浦东,周浦,御沁园(公寓),36244元/m2,20套在售二手房
20190504,浦东,周浦,小上海新城,40864元/m2,18套在售二手房
20190504,浦东,周浦,绿地景汇佳苑,43174元/m2,16套在售二手房
20190504,浦东,周浦,圣鑫苑,37251元/m2,21套在售二手房
20190504,浦东,周浦,汇丽苑,37963元/m2,19套在售二手房
20190504,浦东,周浦,汇枫公寓,37942元/m2,6套在售二手房
20190504,浦东,周浦,安阁苑,35266元/m2,19套在售二手房
20190504,浦东,周浦,富康苑,43476元/m2,4套在售二手房
20190504,浦东,周浦,东南二村,33733元/m2,11套在售二手房
20190504,浦东,周浦,沈默花苑,36172元/m2,5套在售二手房
20190504,浦东,周浦,周东一村,39463元/m2,4套在售二手房
20190504,浦东,周浦,海通花苑,45282元/m2,2套在售二手房
20190504,浦东,周浦,菱翔苑,43312元/m2,17套在售二手房
20190504,浦东,周浦,繁荣华庭,45578元/m2,4套在售二手房
20190504,浦东,周浦,安康新村,34321元/m2,17套在售二手房
20190504,浦东,周浦,汇福家园吉祥里,34807元/m2,1套在售二手房
20190504,浦东,周浦,南郊花园东区,38217元/m2,5套在售二手房
20190504,浦东,周浦,汇福家园兴盛里,31759元/m2,8套在售二手房
20190504,浦东,周浦,御沁园(别墅),48828元/m2,13套在售二手房
20190504,浦东,周浦,九龙仓兰廷,57071元/m2,6套在售二手房
20190504,浦东,周浦,中金海棠湾(公寓),43647元/m2,23套在售二手房
20190504,浦东,周浦,瑞阳苑,33696元/m2,9套在售二手房
20190504,浦东,周浦,日月星城,36484元/m2,5套在售二手房
20190504,浦东,周浦,保利艾庐,48234元/m2,8套在售二手房
20190504,浦东,周浦,南郊花园(别墅),55672元/m2,5套在售二手房
20190504,浦东,周浦,信诚丽都苑,42648元/m2,4套在售二手房
20190504,浦东,周浦,公元新村,36359元/m2,7套在售二手房
20190504,浦东,周浦,逸亭佳苑,38046元/m2,3套在售二手房
20190504,浦东,周浦,龙泽家园,48372元/m2,6套在售二手房
20190504,浦东,周浦,月桂苑,34355元/m2,3套在售二手房
20190504,浦东,周浦,百花新村,33373元/m2,8套在售二手房
20190504,浦东,周浦,汇腾南苑,32920元/m2,7套在售二手房
20190504,浦东,周浦,公元三村,33261元/m2,11套在售二手房
20190504,浦东,周浦,赵沟浜小区,32886元/m2,5套在售二手房
20190504,浦东,周浦,繁荣安居,39219元/m2,10套在售二手房
20190504,浦东,周浦,佰田大富苑,37303元/m2,3套在售二手房
20190504,浦东,周浦,颐谷北苑,36785元/m2,1套在售二手房
20190504,浦东,周浦,申雅苑,39063元/m2,5套在售二手房
20190504,浦东,周浦,东南三村,35906元/m2,9套在售二手房
20190504,浦东,周浦,周东二村,33897元/m2,8套在售二手房
20190504,浦东,周浦,果园二村,41609元/m2,4套在售二手房
20190504,浦东,周浦,汇福家园平安里,31579元/m2,2套在售二手房
20190504,浦东,周浦,葡萄园新村,37109元/m2,4套在售二手房
20190504,浦东,周浦,万达广场(周浦),25863元/m2,25套在售二手房
20190504,浦东,周浦,汇腾东苑,32860元/m2,2套在售二手房
20190504,浦东,周浦,加盟圣蓝,33286元/m2,6套在售二手房
20190504,浦东,周浦,果园一村,35676元/m2,6套在售二手房
20190504,浦东,周浦,阳光城丽景湾,43716元/m2,2套在售二手房
20190504,浦东,周浦,海通新村,34333元/m2,7套在售二手房
20190504,浦东,周浦,金田花园,36166元/m2,11套在售二手房
20190504,浦东,周浦,康林公寓,34954元/m2,2套在售二手房
20190504,浦东,周浦,印象生活广场,32972元/m2,8套在售二手房
20190504,浦东,周浦,创欣公寓,36487元/m2,2套在售二手房
20190504,浦东,周浦,龙凤公寓,24320元/m2,1套在售二手房
20190504,浦东,周浦,龙威茗庭,43182元/m2,3套在售二手房
20190504,浦东,周浦,新育公寓,35577元/m2,4套在售二手房
20190504,浦东,周浦,川周公路4485号,35981元/m2,1套在售二手房
20190504,浦东,周浦,莲花公寓(浦东),30477元/m2,4套在售二手房
20190504,浦东,周浦,南辰小区,暂无,0套在售二手房
20190504,浦东,周浦,里仁新村,28789元/m2,0套在售二手房
20190504,浦东,周浦,川周公路4487号,暂无,0套在售二手房
20190504,浦东,周浦,秀龙小区,暂无,0套在售二手房
20190504,浦东,周浦,瑞浦嘉苑,暂无,0套在售二手房
20190504,浦东,周浦,汇福家园健康里,暂无,0套在售二手房
20190504,浦东,周浦,关岳西路151弄112号,暂无,0套在售二手房
20190504,浦东,周浦,康沈路1472弄,29140元/m2,0套在售二手房
20190504,浦东,周浦,关岳路228号,62206元/m2,0套在售二手房
20190504,浦东,周浦,年家浜路496弄,暂无,0套在售二手房
20190504,浦东,周浦,关岳西路117弄32号,暂无,0套在售二手房
20190504,浦东,周浦,金家宅20号,65485元/m2,0套在售二手房
20190504,浦东,周浦,年家浜路395号,暂无,0套在售二手房
20190504,浦东,周浦,公元别墅,暂无,0套在售二手房
20190504,浦东,周浦,西大街173号,40133元/m2,0套在售二手房
20190504,浦东,周浦,康沈路1646弄,33533元/m2,0套在售二手房
20190504,浦东,周浦,汇福家园泰丰里,暂无,0套在售二手房
20190504,浦东,周浦,康健新村,28107元/m2,0套在售二手房
20190504,浦东,周浦,繁荣馨苑,暂无,0套在售二手房
20190504,浦东,周浦,康沈路1768号,暂无,0套在售二手房
20190504,浦东,周浦,医谷现代商务园,暂无,0套在售二手房
20190504,浦东,周浦,周康路65号,暂无,0套在售二手房
20190504,浦东,周浦,康沈路1762号,暂无,0套在售二手房
20190504,浦东,周浦,周康路65号,暂无,0套在售二手房
20190504,浦东,周浦,文康路2号,暂无,0套在售二手房
20190504,浦东,周浦,康沈路1762号,暂无,0套在售二手房
20190504,浦东,周浦,圣太企业园,暂无,0套在售二手房
20190504,浦东,周浦,川周公路3818,暂无,0套在售二手房
20190504,浦东,周浦,汇华花园,35634元/m2,1套在售二手房
20190504,浦东,周浦,年家浜路338弄25号,暂无,0套在售二手房
20190504,浦东,周浦,汇福家园泰顺里,暂无,0套在售二手房
20190504,浦东,周浦,川周公路4489号,暂无,0套在售二手房
20190504,浦东,周浦,星月智汇湾,暂无,0套在售二手房
20190504,浦东,周浦,川周公路4086弄,暂无,0套在售二手房
20190504,浦东,周浦,年家浜路338弄18号,暂无,0套在售二手房
20190504,浦东,周浦,关岳西路151弄111号,暂无,0套在售二手房
20190504,浦东,周浦,沪南路3439弄31号,暂无,0套在售二手房
20190504,浦东,周浦,贤兴公寓,30575元/m2,1套在售二手房
20190504,浦东,周浦,沪南路3439弄10号,暂无,0套在售二手房
20190504,浦东,周浦,瑞意路399弄54号,暂无,0套在售二手房
20190504,浦东,周浦,汇华南园,36434元/m2,0套在售二手房
20190504,浦东,周浦,梓潼新村,33604元/m2,0套在售二手房
20190504,浦东,周浦,关岳路148号,暂无,0套在售二手房
20190504,浦东,周浦,韵浦路213号,暂无,0套在售二手房
20190504,浦东,周浦,德欣苑,暂无,0套在售二手房
20190504,浦东,周浦,瑞意路399弄77号,暂无,0套在售二手房
20190504,浦东,周浦,梧桐国际,暂无,0套在售二手房
20190504,浦东,周浦,欣欣家园,33445元/m2,0套在售二手房
20190504,浦东,周浦,立雪苑小区,34067元/m2,0套在售二手房
20190504,浦东,周浦,海通花苑(公寓),32438元/m2,1套在售二手房
20190504,浦东,周浦,小上海休闲广场,暂无,0套在售二手房
20190504,浦东,周浦,韵浦路153号,暂无,0套在售二手房
20190504,浦东,周浦,汇福家园安康里(西区),暂无,0套在售二手房
20190504,浦东,周浦,澧溪公寓,29110元/m2,0套在售二手房
20190504,浦东,周浦,年家浜路2号,暂无,0套在售二手房
20190504,浦东,周浦,富屹新城国际,暂无,0套在售二手房
20190504,浦东,周浦,莲花二村(别墅),38603元/m2,1套在售二手房
20190504,浦东,周浦,康沈路2568号,暂无,0套在售二手房
20190504,浦东,周浦,颐谷南苑,34500元/m2,0套在售二手房
20190504,浦东,周浦,梓潼公寓,35294元/m2,2套在售二手房
20190504,浦东,周浦,桃源公寓,31620元/m2,1套在售二手房
20190504,浦东,周浦,东八公寓,32580元/m2,2套在售二手房
20190504,浦东,周浦,汇康公寓,32982元/m2,1套在售二手房
20190504,浦东,周浦,东丰林居,45028元/m2,1套在售二手房
20190504,浦东,周浦,周东公寓,26095元/m2,1套在售二手房
20190504,浦东,周浦,海棠名苑,47458元/m2,1套在售二手房
20190504,浦东,周浦,莎海公寓,34969元/m2,2套在售二手房
20190504,浦东,周浦,年家浜路323号,34996元/m2,2套在售二手房
