20190504,浦东,惠南,荡湾新村,24524元/m2,22套在售二手房
20190504,浦东,惠南,惠康苑,26003元/m2,48套在售二手房
20190504,浦东,惠南,德盈佳园,21189元/m2,37套在售二手房
20190504,浦东,惠南,布鲁斯小镇(一期)(别墅),30610元/m2,27套在售二手房
20190504,浦东,惠南,惠益新苑,25758元/m2,23套在售二手房
20190504,浦东,惠南,鹏润伊顿公馆,31531元/m2,20套在售二手房
20190504,浦东,惠南,惠康苑西苑,24882元/m2,13套在售二手房
20190504,浦东,惠南,听潮一村,25908元/m2,12套在售二手房
20190504,浦东,惠南,宝业万华城,30707元/m2,29套在售二手房
20190504,浦东,惠南,布鲁斯小镇(二期),25493元/m2,17套在售二手房
20190504,浦东,惠南,民乐城惠园,26824元/m2,2套在售二手房
20190504,浦东,惠南,惠益新苑南苑,26209元/m2,7套在售二手房
20190504,浦东,惠南,布鲁斯小镇(绿地·皇家官邸),24636元/m2,15套在售二手房
20190504,浦东,惠南,华钜御庭(一期),33094元/m2,7套在售二手房
20190504,浦东,惠南,爱盛家园,27395元/m2,4套在售二手房
20190504,浦东,惠南,惠康苑东苑,27161元/m2,6套在售二手房
20190504,浦东,惠南,东城花苑一村,26173元/m2,23套在售二手房
20190504,浦东,惠南,龙源星城,17366元/m2,25套在售二手房
20190504,浦东,惠南,远洋万和四季,30572元/m2,9套在售二手房
20190504,浦东,惠南,西门新村,23397元/m2,2套在售二手房
20190504,浦东,惠南,东方听潮豪园,26397元/m2,13套在售二手房
20190504,浦东,惠南,听潮民乐苑,26629元/m2,15套在售二手房
20190504,浦东,惠南,西南新村,22242元/m2,6套在售二手房
20190504,浦东,惠南,民乐城惠益绿苑,27757元/m2,10套在售二手房
20190504,浦东,惠南,惠南一方新城,30888元/m2,21套在售二手房
20190504,浦东,惠南,丹桂佳苑,22920元/m2,19套在售二手房
20190504,浦东,惠南,红光花苑,29174元/m2,11套在售二手房
20190504,浦东,惠南,金地城三期御领,28990元/m2,8套在售二手房
20190504,浦东,惠南,三八新村,25113元/m2,9套在售二手房
