20190504,嘉定,南翔,品质小区 精装全配  诚意出售  复式洋房  看房方便,750万,金地格林世界(布鲁斯郡)  | 3室2厅 | 163.12平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-62fa9dbf-7ca1-466e-b8c8-91b83142716b.jpg.296x216.jpg
20190504,嘉定,南翔,业主诚心出售，全南两房，带产权车位，中高楼层采光好房主自荐,410万,森林公馆  | 2室1厅 | 88.03平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d80465ae-b2e3-43ab-82bd-76c41d9c620b.jpg.296x216.jpg
20190504,嘉定,南翔,两房朝南，开发商统一装修，自住保养得好，彩光好,405万,三湘森林海尚(嘉定)  | 2室2厅 | 89.88平米 | 南 | 精装,https://image1.ljcdn.com/310000-inspection/prod-ad190ad0-5f0f-482b-a129-943d7f44d0b5.jpg.296x216.jpg
20190504,嘉定,南翔,房子精装，楼层佳，看房随时，价格可谈,338万,中建溪岸澜庭  | 2室2厅 | 75平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-469fda1b-6cb5-49e5-a149-3edb3c4e4b51.jpg.296x216.jpg
20190504,嘉定,南翔,威廉公馆！自住大三房，诚意出售。三房两厅两卫！新上,636万,绿地清猗园(威廉公馆)  | 3室2厅 | 129.3平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-099b8360-73b1-4329-8c28-34936f12601c.jpg.296x216.jpg
20190504,嘉定,南翔,华润一期南区 满五唯一 前排全南两房,435万,华润中央公园(芳礼路99弄)(公寓)  | 2室1厅 | 77.46平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8d1f8493-fe10-4936-a274-a2d16e0e7a96.jpg.296x216.jpg
20190504,嘉定,南翔,满五唯一，铂金地段，配套繁华，户型方正，随时可看！房主自荐,258万,德华二村  | 2室1厅 | 79.11平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1d902ba9-f831-4def-a7ec-a62b33310d53.jpg.296x216.jpg
20190504,嘉定,南翔,华润双南户型，2房2厅1卫！陈翔站印象城近在咫尺！,430万,华润中央公园(浩翔路508弄)  | 2室2厅 | 85.59平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5df69c65-98e5-427b-bc0f-e47223e50b10.jpg.296x216.jpg
20190504,嘉定,南翔,恒温恒湿 开发商装修 近商场 配套成熟 高科技住宅,622万,朗诗绿色街区  | 3室2厅 | 142.53平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-63cf458b-cda2-49aa-a413-46c5ed5184b0.jpg.296x216.jpg
20190504,嘉定,南翔,季景铭郡+全南户型+楼层佳+视野开阔+满2年+近银翔湖,369万,季景铭郡  | 2室2厅 | 80.39平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-ded21f33-2ec6-4640-9824-dab4985ebdcf.jpg.296x216.jpg
20190504,嘉定,南翔,华润2期 三房二卫 看房方便 诚意出售,699万,华润中央公园(陈翔公路1588弄)  | 3室2厅 | 134.49平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d79a72bd-7560-45d3-8696-c3d869182bda.jpg.296x216.jpg
20190504,嘉定,南翔,祥源福邸 居家精装小户型 顶复带阁楼 满五唯一,268万,祥源福邸  | 2室1厅 | 59.64平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-56893503-1546-4cbf-83e1-f1da0cc9d674.jpg.296x216.jpg
20190504,嘉定,南翔,楼栋位置好无遮挡 近地铁南翔站11号线 看房随时,370万,绿地清猗园(威廉公馆)  | 2室2厅 | 86.33平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-28cbb171-f012-423e-bed4-20a8271686d9.png.296x216.jpg
20190504,嘉定,南翔,银翔新村 钻石房源 精装全配 房美价优房主自荐,265万,银翔新村  | 2室1厅 | 76.49平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f098db3f-fd84-415c-874d-d463da681bf8.jpg.296x216.jpg
20190504,嘉定,南翔,央企华润 打造高区观湖景 配套齐全 精装地暖 业主诚售,400万,华润中央公园(浩翔路98弄)  | 2室2厅 | 86.68平米 | 南 | 精装,https://image1.ljcdn.com/310000-inspection/test-0b3ed904-75b4-4539-86d6-318f6107aafd.png.296x216.jpg
20190504,嘉定,南翔,满两年 三湘复式+带地下室+花园 精装修，诚心出售。新上,557万,三湘森林海尚(嘉定)  | 2室2厅 | 120.85平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/eae034e2-e8cb-4ad0-8ae1-cfa8330b75be.png.280x210.jpg
20190504,嘉定,南翔,满两年精装修，采光好，诚售出售，看房方便配套完善新上,425万,三湘森林海尚(嘉定)  | 2室2厅 | 89平米 | 南 北 | 精装,
20190504,嘉定,南翔,手动迁房，两梯四户，通透户型，采光通风好！,255万,翔和雅苑  | 2室1厅 | 69.6平米 | 南 | 毛坯,https://image1.ljcdn.com/310000-inspection/test-8fb36a48-356f-43b3-bb99-0185f70a147e.png.296x216.jpg
20190504,嘉定,南翔,三开间朝南 楼层适中 位置好 采光佳 诚心出售,410万,绿地清猗园(威廉公馆)  | 2室2厅 | 86.99平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-544ee89f-68e0-41f9-88e8-c10cc90c43e1.png.296x216.jpg
