20190504,浦东,北蔡,万邦都市花园,76831元/m2,38套在售二手房
20190504,浦东,北蔡,绿川新苑,47002元/m2,69套在售二手房
20190504,浦东,北蔡,锦博苑,61247元/m2,14套在售二手房
20190504,浦东,北蔡,大华锦绣华城(十二街区),71101元/m2,28套在售二手房
20190504,浦东,北蔡,大华锦绣华城(十五街区),83291元/m2,21套在售二手房
20190504,浦东,北蔡,大华锦绣华城(十一街区),77940元/m2,20套在售二手房
20190504,浦东,北蔡,大华锦绣华城(一街区),69123元/m2,15套在售二手房
20190504,浦东,北蔡,海上国际花园(一期),73375元/m2,24套在售二手房
20190504,浦东,北蔡,大华锦绣华城(四街区),71592元/m2,26套在售二手房
20190504,浦东,北蔡,大华锦绣华城(十六街区)(公寓),78565元/m2,28套在售二手房
20190504,浦东,北蔡,大华锦绣华城(十八街区)(公寓),74720元/m2,23套在售二手房
20190504,浦东,北蔡,大华锦绣华城(十四街区),83017元/m2,13套在售二手房
20190504,浦东,北蔡,浦东星河湾,85477元/m2,29套在售二手房
20190504,浦东,北蔡,大华锦绣华城(十九街区)(公寓),76970元/m2,22套在售二手房
20190504,浦东,北蔡,锦华花园,61046元/m2,6套在售二手房
20190504,浦东,北蔡,陆家嘴锦绣前城,95248元/m2,26套在售二手房
20190504,浦东,北蔡,培花久远公寓,56326元/m2,18套在售二手房
20190504,浦东,北蔡,鹏海小区,48783元/m2,31套在售二手房
20190504,浦东,北蔡,宝华海尚郡领,84177元/m2,15套在售二手房
20190504,浦东,北蔡,古北御庭,97863元/m2,14套在售二手房
20190504,浦东,北蔡,绿川小区,45492元/m2,37套在售二手房
20190504,浦东,北蔡,紫叶花园,52581元/m2,12套在售二手房
20190504,浦东,北蔡,文化馨苑,60288元/m2,13套在售二手房
20190504,浦东,北蔡,大华锦绣华城(九街区),75825元/m2,14套在售二手房
20190504,浦东,北蔡,大华锦绣华城(二街区),65296元/m2,15套在售二手房
20190504,浦东,北蔡,文汇小区(浦东),43709元/m2,15套在售二手房
20190504,浦东,北蔡,海东公寓,50836元/m2,12套在售二手房
20190504,浦东,北蔡,金恒小区,59899元/m2,8套在售二手房
20190504,浦东,北蔡,紫翠高清苑,47672元/m2,3套在售二手房
20190504,浦东,北蔡,由由新邸,61491元/m2,4套在售二手房
20190504,浦东,北蔡,玉兰小区,49257元/m2,18套在售二手房
20190504,浦东,北蔡,培花七村,52516元/m2,20套在售二手房
20190504,浦东,北蔡,由由六村,52968元/m2,9套在售二手房
20190504,浦东,北蔡,芳华路188弄,49442元/m2,4套在售二手房
20190504,浦东,北蔡,由由三村,50428元/m2,17套在售二手房
20190504,浦东,北蔡,艾东小区,52932元/m2,15套在售二手房
20190504,浦东,北蔡,宝华海尚郡领,84177元/m2,15套在售二手房
20190504,浦东,北蔡,加东花园,55405元/m2,17套在售二手房
20190504,浦东,北蔡,古北御庭,97863元/m2,14套在售二手房
20190504,浦东,北蔡,芳雅苑,53290元/m2,27套在售二手房
20190504,浦东,北蔡,大华锦绣华城(一街区),69123元/m2,15套在售二手房
20190504,浦东,北蔡,陆家嘴锦绣前城,95248元/m2,26套在售二手房
20190504,浦东,北蔡,莲东新村,49120元/m2,8套在售二手房
20190504,浦东,北蔡,芳芯苑,53881元/m2,6套在售二手房
20190504,浦东,北蔡,南新六村,43698元/m2,17套在售二手房
20190504,浦东,北蔡,绿川馨康苑,53647元/m2,17套在售二手房
20190504,浦东,北蔡,文汇小区(浦东),43709元/m2,15套在售二手房
20190504,浦东,北蔡,大华锦绣华城(九街区),75825元/m2,14套在售二手房
20190504,浦东,北蔡,大华锦绣华城(十一街区),77940元/m2,20套在售二手房
20190504,浦东,北蔡,德铭苑,58249元/m2,2套在售二手房
