20190504,上海周边,昆山,昆山周庄景区房、房东诚心出售、到家签字,130万,低楼层(共3层)                                                3室2厅 | 137平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20171129/b700583b-ed4f-4972-b43f-5637dd4985b2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,希悦庭公馆 2室2厅 南新上,98万,低楼层(共23层)                                                2室2厅 | 56.91平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20170611/73686cbd-3062-48a1-8d84-afe0bdcf139e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,宏图国际花苑 1室1厅 南,70万,高楼层(共34层)                                                1室1厅 | 54.54平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/06f0a174-5b94-4f86-ac33-6cd64af8828a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,绿地卡米小城 2室2厅 南,148万,高楼层(共38层)                                                2室2厅 | 88.48平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20170731/fac07e86-400c-4baa-a3e3-05eaa2491424.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,凯德都会晶彩 1室2厅 南,175万,低楼层(共33层)                                                1室2厅 | 70平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/363f54be-08f6-4ebc-a75f-8bffcbe6bd0d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,房东急卖，看中价格可谈，看房方便,180万,高楼层(共6层)                                                2室2厅 | 86平米,https://ke-image.ljcdn.com/shfdfs-image/20180106/e1cf02b6-76e0-48b8-ae6d-7421dcfd4dd1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,富力湾 4室2厅 南,550万,低楼层(共1层)                                                4室2厅 | 279平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20171116/cf0e6e01-efbe-4544-b1c7-dd042e071381.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,宏图国际花苑 1室1厅,75万,低楼层(共34层)                                                1室1厅 | 54.66平米,https://ke-image.ljcdn.com/310000-inspection/be37724e-923b-4528-8bf8-73cc2c0f9442.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,可逸兰亭 2室2厅,180万,高楼层(共4层)                                                2室2厅 | 104.18平米,https://ke-image.ljcdn.com/shfdfs-image/20171029/9a637d06-4633-44c7-a82a-3956f7bd1010.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,金城花园 6室2厅,300万,低楼层(共1层)                                                6室2厅 | 216平米,https://ke-image.ljcdn.com/shfdfs-image/20171029/0266ca24-2cfa-4157-bb50-be76fdc099b2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,绿地理想家园 3室2厅 南,170万,高楼层(共20层)                                                3室2厅 | 88.01平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20171012/c81af0ad-b574-4a0d-a7d6-6f5109611d31.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,绿地启航社 1室2厅 南,95万,中楼层(共11层)                                                1室2厅 | 54.65平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-156e0906-33c2-49fd-bcf4-5535228994d8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,中诚花园虹梅苑 2室2厅 南,180万,高楼层(共27层)                                                2室2厅 | 90.72平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20180106/a324bc53-134a-46a1-9b17-051cae191035.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,韵湖国际 2室1厅 南,190万,中楼层(共11层)                                                2室1厅 | 96.88平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/ba2d1d73-9716-44ed-8f34-64caddd3f4c3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,上海周边,昆山,11号线地铁，昆山产权，精装修，无照片,170万,低楼层(共30层)                                                2室1厅 | 70.95平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,70年产权住宅 近地铁 精装修 诚意出售 总价低,75万,中楼层(共25层)                                                1室1厅 | 50平米                                  | 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,仅有一套，.房源，先到先得，诚心出售.......,106万,低楼层(共9层)                                                3室1厅 | 111.41平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,智慧城广场 1室1厅 南,45万,高楼层(共25层)                                                1室1厅 | 38平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,世茂东壹号 2室1厅,110万,低楼层(共18层)                                                2室1厅 | 72.67平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,江南水郡 1室1厅,110万,高楼层(共9层)                                                1室1厅 | 126.81平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,湖山樾 4室3厅 南,450万,低楼层(共1层)                                                4室3厅 | 256.17平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,智慧城广场 1室1厅 南,46万,低楼层(共25层)                                                1室1厅 | 30.88平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,面积大，总价低，看房方便，提前约,128万,低楼层(共30层)                                                2室1厅 | 65平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,诚心出售，有钥匙，看房随时，.,130万,高楼层(共33层)                                                2室1厅 | 89平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,千灯裕花园 2室2厅,130万,高楼层(共20层)                                                2室2厅 | 115.89平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,长泰淀湖观园 4室2厅 南,450万,低楼层(共1层)                                                4室2厅 | 229.66平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,鹿鸣九里 1室1厅,75万,中楼层(共9层)                                                1室1厅 | 49.51平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,70年产权住宅+++++++++++诚意急售,145万,低楼层(共21层)                                                2室2厅 | 78.34平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,花桥裕花园 2室1厅,125万,高楼层(共20层)                                                2室1厅 | 67平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,常发香城湾 2室1厅,150万,高楼层(共33层)                                                2室1厅 | 79.05平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,建滔裕景园 2室1厅 东,125万,高楼层(共18层)                                                2室1厅 | 81.86平米                                  | 东,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,启航社河西区 1室1厅,85万,低楼层(共19层)                                                1室1厅 | 46.99平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
20190504,上海周边,昆山,万科Mixtown 3室2厅,250万,低楼层(共3层)                                                3室2厅 | 96.06平米,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=20190429153127
