20190504,浦东,源深,竹园新村  小区中间位置安静    诚心出售,375万,高楼层(共6层)                                                    | 1988年建 |                                 2室1厅 | 54.11平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-6e75cb6e-f463-49cf-994e-8246b67218d3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,2卧朝南，户型方正，总价低！14和18号双轨！近滨江,500万,中楼层(共33层)                                                    | 1996年建 |                                 2室2厅 | 87.78平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-2fe65464-f15c-4e8c-97b1-de13fec4cefe.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,有钥匙：采光无遮挡+中间景观位置+楼层好准④房,1730万,高楼层(共23层)                                                    | 2018年建 |                                 4室2厅 | 197平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-fa24bc97-c003-49e0-88ad-7c686708be52.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,别人涨价他降价只为快速成交 老业主委托,920万,低楼层(共9层)                                                    | 1999年建 |                                 2室2厅 | 104.5平米                                  | 东南,https://ke-image.ljcdn.com/310000-inspection/test-dfd70c80-4133-45bf-8edc-b7a6f461aac8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,精装两室户，交通便利，宽敞，采光好，房东诚意出售,560万,高楼层(共6层)                                                    | 1994年建 |                                 2室1厅 | 51.51平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-032a27ad-32d8-4e67-aa31-3068e5d34549.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,此房满五唯一税费少，小区前排视野开阔，无小孩上学,1490万,低楼层(共25层)                                                    | 2005年建 |                                 3室2厅 | 144.99平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-988c4330-114e-4d03-8658-0988217830c0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,业主诚意出售，楼层位置不错，价格还有空间,1230万,中楼层(共16层)                                                    | 2000年建 |                                 3室2厅 | 130.89平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-cd509a79-2664-4af9-80f8-80342bdea41d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,滨江100米！高区全南！满五唯一！精装修！70年住宅,870万,高楼层(共33层)                                                    | 2004年建 |                                 2室2厅 | 110.07平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-bdd2a525-34a6-4ac1-af8e-bcc2154fdefb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,梅园新村(浦东) 2室1厅 南,403万,高楼层(共6层)                                                    | 1980年建 |                                 2室1厅 | 46.15平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-faaf3df1-88d6-4828-a4a7-4e8478dd7dd0.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,梅园新村(浦东) 2室1厅 南,470万,高楼层(共6层)                                                    | 1980年建 |                                 2室1厅 | 50.72平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a0f16515-6bca-417b-979a-22962b2ddccf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,电梯房 高楼层 两梯四户 精装修 到价签字,640万,高楼层(共24层)                                                    | 1993年建 |                                 2室1厅 | 76.17平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/772b0187-3f59-4a9a-9b69-ffafd7af7c71.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,薪出一房，大阳台，视野好，中间位置，房东诚意出售,500万,高楼层(共6层)                                                    | 1993年建 |                                 1室0厅 | 39.12平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-c9ff7de8-237f-49fb-adcd-11fe895f4eb4.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,三街坊精装一房，中间楼层，不靠路 到价签字。,488万,中楼层(共6层)                                                    | 1984年建 |                                 1室1厅 | 33.94平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-9daa5c17-1f30-4500-919a-b0789b658409.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,一梯两户+满五唯一+位置安静+户型正气,1390万,低楼层(共29层)                                                    | 2006年建 |                                 3室1厅 | 140.21平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-7afa95cf-1216-49d8-b193-3e8a2a4e3fad.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,南北通透，楼层好，售后公房税费各付，诚意出售,490万,中楼层(共6层)                                                    | 1984年建 |                                 1室1厅 | 38.63平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-bfce5346-ae95-4917-8019-18e394a10fbe.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,竹园新村  精装  双南两房  一梯两户   不临街,465万,高楼层(共5层)                                                    | 1988年建 |                                 2室1厅 | 57.86平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-4701318c-42dd-4678-8129-1d3dcd7486a7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,售后公房，房龄新，近校园，楼层好，一房可做两房,485万,低楼层(共6层)                                                    | 1990年建 |                                 1室1厅 | 42.7平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-cd2076b1-2290-4917-a4d7-fba03f6ab709.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,售后公房满五年唯一  一年前自住装修 全明户型,570万,高楼层(共6层)                                                    | 1989年建 |                                 2室1厅 | 56.66平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-d8120d6e-d9ab-49fe-85bc-b0eda57c69c6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,梅园六街坊 小户型 中间楼层 有钥匙 诚意出售,510万,中楼层(共6层)                                                    | 1993年建 |                                 1室1厅 | 36.83平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-db7e2836-243a-4025-899c-7282f817815c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,中高楼层，业主诚意出售，看房方便,335万,高楼层(共6层)                                                    | 1988年建 |                                 1室1厅 | 41.93平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-e0d2a777-10cf-4865-9aec-c916593dbdca.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,明亮户型，中间位置，中间楼层，方便看，诚意出售,548万,中楼层(共6层)                                                    | 1985年建 |                                 2室1厅 | 49.79平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-d0a3d952-151c-40ea-9843-bf2fe2f6bab4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,诚意出售大两房，中间楼层，中间位置，满五年,698万,中楼层(共6层)                                                    | 1995年建 |                                 2室1厅 | 69.76平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-6c7b51ec-9aec-4e69-91a4-30c30398ebec.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,中间位置，南北两房，好楼层，看房方便，诚意出售,540万,中楼层(共6层)                                                    | 1986年建 |                                 2室1厅 | 53.29平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-52b375e3-b230-4061-b01c-342391a7b80f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,满五年唯一，南北全明户型，业主出国诚意出售,482万,低楼层(共6层)                                                    | 1985年建 |                                 1室1厅 | 34.13平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-ae87e3ff-9309-4da6-bea1-2efefbea6446.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,落地大窗 独揽江景 三房朝南 动静分离 读书商场尽有,2150万,高楼层(共30层)                                                3室2厅 | 167平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-2505b0e9-5d63-4063-b532-7b90229bf386.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,万科翡翠滨江(一期) 4室2厅 精装交付 江景好,3350万,中楼层(共29层)                                                4室2厅 | 313平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-33b45210-935d-4351-87e2-5bb5a8f64573.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,前排双南两房  满五年唯一 诚意出售,1020万,低楼层(共28层)                                                    | 2004年建 |                                 2室2厅 | 121.75平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-96b25259-833e-4e22-b950-7d4bdc03dea1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,南区中间位置三间朝南有车位采光好、价格可谈看房随时,1680万,中楼层(共6层)                                                    | 2005年建 |                                 3室2厅 | 196.39平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-790ab520-a80f-4f38-a4c4-87168048b706.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,（小众两卫户型）（二手买进税费低）（前后栋距大）,975万,低楼层(共8层)                                                    | 1998年建 |                                 2室2厅 | 101.19平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-6112c5a3-4bb5-453c-9b86-695d74151e0c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,品牌地产 顶楼复式 使用面积120以上 看房方便 诚售,760万,高楼层(共18层)                                                    | 1997年建 |                                 2室2厅 | 93.17平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20170730/3abd967b-0e08-4331-801e-642dd103121b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,游艇外观环北滨江，采光充足3+1户型有本诚售！,2350万,低楼层(共15层)                                                4室2厅 | 172平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-da0b4c3d-a6a3-4779-840f-af9aa78d919e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,小区位置好+带花园+位置安静+诚意出售+看房方便,980万,低楼层(共29层)                                                    | 2006年建 |                                 2室2厅 | 107.24平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/43a1da4c-31ee-4611-871b-f4724b36828c.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,高档小区 精致两房 采光视野好,1080万,中楼层(共28层)                                                    | 2004年建 |                                 2室2厅 | 121平米                                  | 南 西南,https://ke-image.ljcdn.com/310000-inspection/test-f2829fee-396d-4d70-bf20-e6d6e7e7739f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,0甲醛大客厅带地暖、采光好格局好、观小区花园景观,1590万,低楼层(共29层)                                                    | 2018年建 |                                 3室2厅 | 163.76平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-e86da639-8edc-4a1f-879b-093d888f4674.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,全南大两房 中区景观房无遮挡 业主诚意出售,1080万,中楼层(共28层)                                                    | 2004年建 |                                 2室2厅 | 121.73平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/c625a6c1-4233-496b-b8aa-82036cdfb421.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,竹园两房，位置安静，业主诚心卖，看房方便，价格好谈,340万,低楼层(共6层)                                                    | 1989年建 |                                 2室1厅 | 41.97平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-77acd48b-4097-4784-a784-fff5b1c5d1a3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,单价低、房龄新、户型通透、楼层位置好，前后无遮挡,1090万,高楼层(共27层)                                                    | 2006年建 |                                 3室2厅 | 148.52平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-b1b8ee51-dbbb-4fd4-854e-30d90eba14cd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,满五年唯一免个税，精装修、保养好，诚意卖,1080万,低楼层(共7层)                                                    | 2004年建 |                                 2室2厅 | 103.5平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-994ec362-c630-4a70-a37a-13eb67402152.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,随时看房 带墙暖，有车位，不靠路近地铁 未有小孩上学,1420万,低楼层(共29层)                                                    | 2006年建 |                                 3室2厅 | 147.41平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-58a0db78-6b30-4d09-9135-18df799f1668.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,温馨居家风：主楼位置，安静不吵，精装修，拎包入住。,1100万,低楼层(共29层)                                                    | 2006年建 |                                 2室1厅 | 107.4平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-32f06aa0-a5c5-4c3c-8526-3d41f22c0e58.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,陆家嘴 竹园新村 温馨两房 适合居住,410万,低楼层(共22层)                                                    | 1993年建 |                                 2室1厅 | 70.04平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-e6fe2d43-86c5-43f5-86d1-c323a3631be2.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,中间高区景观房，全屋地暖，装修保养好，业主急售,1550万,高楼层(共36层)                                                    | 2005年建 |                                 3室2厅 | 168平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/41691197-0b05-445d-90fa-9bc1fdfd0ac3.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,新上主楼两房两厅两卫！看房提前约！,950万,中楼层(共33层)                                                    | 2001年建 |                                 2室2厅 | 114.69平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-1801ff05-bf95-49f5-99d4-ffaed2abbd0d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,奢华装修大3房，带保姆间，可做四房，价格还能谈,1250万,中楼层(共20层)                                                    | 2001年建 |                                 3室2厅 | 161.4平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-4e579ec7-f46e-486b-8a78-6e47beb6c6cc.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,客厅和2房都朝南有地下室和花园,1190万,低楼层(共7层)                                                    | 2004年建 |                                 4室2厅 | 158.4平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-48682993-fd59-4f96-8081-e411e3300ddc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,满五唯一有车位 采光好 有大露台 看房随时,1800万,中楼层(共6层)                                                    | 2005年建 |                                 4室2厅 | 214.25平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-98a2ca9f-b3e9-4b24-9ef9-aa9599b23e48.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,双南户型，小两房，位置安静，满五年唯一，随时看房,930万,低楼层(共18层)                                                    | 2005年建 |                                 2室2厅 | 81.16平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-91e70fef-c2f5-4071-b05a-746c915eaaeb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,观景花园洋房 业主诚意出售 高档装修 有产权车位另计,1100万,中楼层(共27层)                                                    | 2006年建 |                                 3室2厅 | 145.85平米                                  | 东南 北,https://ke-image.ljcdn.com/shfdfs-image/20160518/ac19c6e3-cd6a-425b-8933-1dd5c89d3172.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,浦东,源深,竹园大客厅两房  三面有窗 中间楼层 精装修  拎包入住,480万,中楼层(共6层)                                                    | 1989年建 |                                 2室1厅 | 62.17平米                                  | 西北,https://ke-image.ljcdn.com/310000-inspection/prod-a12baa04-2fec-46ba-88ac-a8c5368d6379.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
